"z_value_L"	"z_value_O"	"z_value_S"
7.19426092426088	5.80181734507318	8.20956027543192
4.32317448311421	3.05110608793359	3.00912650256561
4.12545657125366	2.70746117799737	3.45221718416254
3.74807074048969	4.12175313981303	5.23520706942928
3.33860566479595	0.563638763910625	0.128188248098485
3.26516584982985	3.2882842796315	1.24535850227512
3.2403095573983	1.40709237109497	4.1859306950429
3.06730270212959	-0.458490619920262	3.10202765822655
3.05641631439683	2.32634787404084	-0.101189539960647
2.8627362635059	0.780324322215867	0.380734858757022
2.80064873009763	2.09019819080951	1.43882539275254
2.73489593564112	0.186312124442622	-0.272809053207582
2.68930950340592	0.203428660861628	-0.582247474224917
2.68837831262013	0.640881001835363	3.77909400392972
2.67738192699694	1.14647177338418	0.540285727012464
2.65802526685189	1.13018091480767	2.55759092345864
2.59715315803855	0.585219700401213	2.76341493383822
2.58210395597296	3.24853729776867	1.86629574345811
2.56829547906727	0.563638763910625	0.128188248098485
2.56290649251687	1.98092219161746	4.03329569497739
2.53953480591667	0.542317212619345	1.9738394633132
2.51155662596434	0.521526571828932	1.94148068503272
2.47509698247167	3.34730967165074	4.32060782587127
2.45777687795664	0.481163922144256	1.88079360815125
2.45777687795664	1.59371447792879	1.88079360815125
2.37560935697187	0.263454874748825	-0.174592299190642
2.23832298918463	0.27697409170623	6.77570623866479
2.20292549989509	0.996514964161358	0.630450315392468
2.1519664103299	1.32190436118654	0.745118642655462
2.11067797923228	2.12965629158796	0.701806250870021
2.00652747889392	0.358191510476554	0.451540558796654
1.97560087033525	2.71839234161762	-0.401570695630149
1.93819037985094	0.780324322215867	1.47281843531478
1.9063871088513	1.92045858182966	1.43600822794418
1.9063871088513	0.753415951814868	0.349651841228677
1.9063871088513	0.753415951814868	3.71401090152399
1.903310818709	1.09801028091769	-0.467978450901476
1.87060392627539	-0.161626484386702	0.635963825999598
1.86916400815667	0.034598371598649	1.86629574345811
1.85919149447187	0.685862213772375	-0.215471153535971
1.84940052289383	0.930330482124686	-0.258008949900491
1.8438843248296	0.702126944830308	0.290021224880651
1.8343638634791	0.00827196764083031	0.410826173045216
1.82368306864284	-0.484261916440713	-0.255159383773908
1.80804176892647	1.17149466752166	2.51391265872462
1.78537815212118	1.80038416132684	2.87658806863328
1.78537815212118	-0.0298333012789937	1.10860643705849
1.75534683471147	2.80446601874612	5.37685064589924
1.7460630300639	-0.127177390281256	2.92002794436202
1.73806137407473	0.353651598557643	-0.401298999658399
1.73692732255375	0.948254319426888	5.96542373216146
1.69119272507657	1.71143955770936	3.76402523491586
1.67772907879435	0.563638763910625	1.17448703999073
1.63714584196296	-0.634736935533694	2.09243075514719
1.62670390028542	-0.667269507340798	0.162642401365451
1.62670390028542	0.521526571828932	0.0787895702402909
1.55983025381967	-0.281404717781454	0.0215586730390873
1.48781382007373	1.50315142624769	1.76478444427764
1.47728222751284	0.484261916440713	-0.637191674504475
1.42346983705125	0.664141110945213	3.37209024515247
1.42346983705125	1.43953147093846	0.88232699923812
1.38517160821344	-0.342997953160078	1.26631591866996
1.36262730146088	2.97814368442296	2.92002794436202
1.36262730146088	0.300494488284264	2.92002794436202
1.36009456741408	0.606172819135086	1.80038416132684
1.33218318689792	-1.31651871841826	-0.23733101865382
1.31057911216813	0.561289791005968	2.25712924448622
1.29418942104388	0.413828104378562	0.705659359785265
1.27474362604468	2.57513834352001	-0.19167090224842
1.27023762239315	1.86916400815667	1.34631794801782
1.25082042839456	1.94313375110507	0.484261916440713
1.21386311506777	2.07055928893818	4.29690420293846
1.19624747320143	0.160102921296468	0.619176638591035
1.17899541893159	0.145393748744672	0.598959338462156
1.15913784948006	-0.522388300809072	-0.317321058562851
1.1455050613927	0.116823400251696	1.99907721497177
1.13780958913044	0.0388625183544005	-0.460161922504544
1.13733085675675	1.17448703999073	0.305480788099397
1.13685238490006	0.54406026880788	0.696365440989486
1.11511767088436	0.383161529949816	-1.21911644249958
1.10030328807557	1.11092647164213	1.92844338365645
1.08031934081496	0.0614510463899027	-0.467978450901476
1.06031789670761	1.07093201370026	0.715338345017953
1.06031789670761	1.07093201370026	0.715338345017953
1.0489524580618	1.06693763219277	2.46555806697059
1.03815048649397	1.07942120993836	-1.17249095859902
1.01816405182907	0.00827196764083031	-0.531315739824617
1.00312614799555	1.03258105021716	1.87349545336949
0.99857627061566	1.02280511312382	1.83033406850281
0.988311734939151	0.267609393044678	-0.504941393026907
0.973308498328629	-0.0298333012789937	2.90436403669175
0.970896141075569	1.55729694674125	3.70667276335001
0.947861434960851	-0.691581791123203	-1.38386433224291
0.943940606509323	-0.0549227592288897	-0.607679593407435
0.91803603619365	-0.715662129791599	1.22175576789908
0.915365087842814	0.336093977235978	2.54143015956336
0.901354246302181	-0.0913682361911315	-0.651691820924242
0.861432286939572	-0.405377564232785	-1.32250513673844
0.859980122138432	0.88491959271014	2.55039801511261
0.854911759451907	0.866164423638201	0.480319816714811
0.846273836247818	1.6665696901385	5.0115263047483
0.831661566877294	0.123892994237467	-1.50005560301778
0.82494996113709	0.836631026493079	0.445996187330156
0.819326775527387	-0.161626484386702	1.55393467315885
0.80642124701824	-0.17281098776687	0.161880447952178
0.80642124701824	-0.17281098776687	-0.750090833306277
0.796399274140825	0.807809943634989	0.413009027059327
0.76848348257883	0.780324322215867	0.380734858757022
0.76848348257883	2.87816173909548	2.33775425291559
0.748431381175184	2.52106571358443	1.49009218029733
0.7418140611358	0.753415951814868	0.349651841228677
0.730311173344206	-0.756415696348337	1.24644791416012
0.723130032052644	0.758419312489901	-0.938086420157867
0.715662129791599	0.727368901301169	1.40037851605055
0.715662129791599	0.727368901301169	0.319430612951389
0.7043738285636	-0.260341971354299	-0.856357617839243
0.7043738285636	2.81749412594182	2.50055179304905
0.685862213772375	1.66256271375821	0.344327507035074
0.680164985956631	0.699883600197341	0.0127841524207877
0.680164985956631	1.48478796864972	-0.88195711280391
0.680164985956631	-0.281404717781454	0.0127841524207877
0.665391687914941	1.82899738492915	2.1807758452405
0.608886006803032	-0.342997953160078	-0.956538981262015
0.599859313295029	0.626175248683328	2.1754020636764
0.597460457276297	0.617659218204548	0.627090368832805
0.595065034434874	1.74491308105249	4.62203166044766
0.583138600925448	-0.104213400269085	0.782705622096889
0.578983954409071	1.14937835816148	1.29767220130255
0.577502574462138	1.97736842818195	0.972101612562785
0.57454360788582	-0.372662029495322	2.30440356635946
0.57454360788582	-0.372662029495322	-0.112281764734121
0.572770641185132	2.61434008494253	3.41577831596529
0.572770641185132	1.71798144369088	2.03950151677005
0.572770641185132	1.71798144369088	2.76341493383822
0.572770641185132	0.585219700401213	0.153505060378057
0.565402536055871	1.63428033921788	0.442399694575918
0.500958968920866	2.23526433557053	4.61452254883549
0.485107629979264	-1.06871080779631	0.654173550372003
0.468258139291547	0.481163922144256	3.23322760889615
0.468258139291547	0.481163922144256	0.0313379820214266
0.468258139291547	0.481163922144256	0.0313379820214266
0.464625036286682	0.485671631787039	-0.242748801212156
0.443505696217641	0.464625036286682	1.04116279437752
0.429169331378209	0.442399694575918	-0.0142882673197185
0.412463129441405	2.45829101456808	3.43709008602989
0.41028076567395	0.423678907255768	-0.0366049457959125
0.41028076567395	0.423678907255768	-0.0366049457959125
0.373468211737028	0.386940847631012	0.93110355474271
0.373468211737028	2.34986938175712	5.20290232696525
0.371587496373057	1.14937835816148	0.943158181070667
0.371587496373057	-0.549007941305861	0.943158181070667
0.361668191065412	-0.557479297356666	-1.21911644249958
0.355520086050474	1.46032781894737	1.71035633646166
0.351517694667278	-0.566285081813951	2.45216381405329
0.341669005331098	0.363274285961373	-0.389643744859714
0.320485922874307	1.41933971090685	-0.142354500038514
0.303380374792576	0.317321058562851	0.835209076743287
0.293421491730743	0.929557965111065	2.13452291405987
0.286624307908671	2.23526433557053	0.812334010756789
0.286624307908671	1.37930738677042	-0.182487707988738
0.286624307908671	0.300494488284264	-0.182487707988738
0.273589635345679	0.295777509155311	-0.470776987141847
0.269948336395911	0.284013545631075	1.58134139297347
0.253605949292716	2.93088305116724	2.8627362635059
0.253605949292716	0.267609393044678	-0.221375586530098
0.253605949292716	2.93088305116724	4.47784588742745
0.21957777753048	1.58838193462375	-0.248690755852134
0.205988364747897	1.28497791978749	-0.27775556943857
0.205988364747897	0.220348179862415	2.16745732886558
0.175101346834981	0.189628822374873	1.43882539275254
0.162642401365451	-0.731620880413313	-1.43320241401492
0.160102921296468	2.07055928893818	2.09243075514719
0.160102921296468	0.174846817349315	0.639342724757357
0.160102921296468	0.174846817349315	0.639342724757357
0.101693451683047	1.163072718114	-0.401570695630149
0.0875932088317477	0.102701352730605	-0.418474810212906
0.073761703698656	0.0888514099362909	1.28669676810892
0.0596931845476801	1.11418460158986	3.61186740649173
0.0579355071428585	2.027610661711	5.42609596013484
0.0579355071428585	-0.823541724327174	-0.0664745739166293
0.0461383244820597	0.0614510463899027	1.24535850227512
0.0325919366966631	1.08256848951196	1.88819333698851
0.0243166904670474	1.98630020412943	1.95147977347586
0.0157924145445898	1.40037851605055	0.987495067087976
0.00902398426112907	3.01853507186694	3.47968694399632
-0.00701861679253328	1.03643338949379	-0.531315739824617
-0.00701861679253328	1.03643338949379	2.42095014847048
-0.0200543703529506	1.83842366924778	1.14647177338418
-0.0200543703529506	1.02111490963634	1.14647177338418
-0.0333443339752143	-0.903991327564401	-1.64679592133418
-0.0456364707349352	1.80547745709715	3.41749609813883
-0.0581865928301671	0.976937692274017	2.33506548600166
-0.0707458866970492	-0.0549227592288897	0.323918153281133
-0.0830648183849625	-0.0672282446555751	2.83798019169436
-0.0830648183849625	2.4624276813832	-0.622519995335365
-0.0830648183849625	-0.0672282446555751	-0.622519995335365
-0.107490325484886	-0.0913682361911315	-0.651691820924242
-0.107490325484886	0.919947873045862	-0.651691820924242
-0.107490325484886	-0.0913682361911315	0.273589635345679
-0.131474446282436	-0.115056927472338	-0.680480918392775
-0.131474446282436	-0.115056927472338	-0.680480918392775
-0.143114187852552	-0.126924696171319	0.963692730535502
-0.166453594321447	-0.149955150221191	-0.722479051928063
-0.166453594321447	2.34828665997672	2.15451253526882
-0.166453594321447	0.852025390251329	-0.722479051928063
-0.189373618157255	1.62295043869887	1.53574880555611
-0.200614524568471	-0.184017151161979	0.146407128779029
-0.200614524568471	-0.184017151161979	-0.763777243849522
-0.221632474670706	-1.19984382536397	-1.19727342255919
-0.230375496595727	0.310737745487592	2.22621176931718
-0.255936331743693	-0.23913616440915	-0.830245490814145
-0.263454874748825	-0.238362435438235	-0.481163922144256
-0.264233498475924	-1.6932914751017	0.536229424426053
-0.266830071112438	-0.249725030264607	-0.84340853528031
-0.27749505803675	-0.260341971354299	-0.856357617839243
-0.27749505803675	0.724107077270317	-0.856357617839243
-0.327883169110205	-0.302330670417672	0.500958968920866
-0.340075063838413	-0.322597615257016	-0.0438800722994011
-0.439084927520667	1.30939672578719	4.43990164519057
-0.457933803763652	-0.439913165673234	1.11371843050247
-0.486235788128351	-0.467978450901476	-0.242748801212156
-0.486235788128351	-0.467978450901476	0.456820597036323
-0.513788312677947	-0.495283523147019	-1.14261132835162
-0.593868603099037	1.11698672787661	0.29865931872968
-0.602562159551181	0.353651598557643	0.286101999707099
-0.628311346644075	1.73016947708826	0.248432228854122
-0.6950882466409	1.64195176859117	3.13406953022859
-0.703089460330929	2.76570437813455	2.24762675579514
-0.743465337040937	-0.723455637050456	-1.42346983705125
-0.752417542986484	2.47402592925146	-1.11325250131777
-0.767137109784048	0.167724526709773	1.17049953790993
-0.774897888396388	0.158833569366698	1.65462790235108
-0.790561364358686	-0.770505658106622	0.0112800664436931
-0.88121770168574	-0.860705977658762	0.987495067087976
-0.953770154326654	0.677324641138062	-1.68183932941617
-0.967688426307263	-0.0574333467096096	-0.897972895150627
-1.043752312384	1.19113650757326	-0.35658835031219
-1.08346968397543	-2.40437828259866	-3
-1.08392061135438	0.159849030337808	0.29028266435401
-1.18151046155364	-1.15864725166037	-0.555430844441046
-1.21281646220726	3.85191020939164	3.32067512781703
-1.41455162781563	0.100181793465654	1.26687496967979
-1.61182512114663	-1.58661441777265	-0.161880447952178
-2.26034253529359	-2.22920903001046	-2.6437218896355
